,Title,Year,Id,Overview,TMDB_Id,Average_vote,Popularity,Revenue,Budget,Genre,Keywords,Cast,Director,Poster
581,Jaoon Kahan Bata Ae Dil,2019.0,tt8998738,"A couple’s caustic, increasingly jarring interactions over a Mumbai evening strain their relationship until it threatens to break at its fraying seams.",559082.0,4.8,11.171,,,"['Romance', 'Drama']",[],"['Khushboo Upadhyay', 'Himanshu Kohli', 'Rohit Kokate']",Aadish Keluskar,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/eRzSTTIwIBhR7wdkETYKKn4fxAY.jpg
582,Kabir Singh,2019.0,tt8983202,"Kabir, a genius yet hostile medical student, falls in love with Preeti from his college. When Preeti's father spots the couple kissing, he opposes their relationship and decides to marry her off.",577328.0,6.5,12.279,55478164.0,8751000.0,"['Drama', 'Romance']","['self-destruction', 'delhi, india', 'surgeon', 'family relationships', 'love', 'remake', 'based on movie', 'medical student', 'anger issues', 'unconditional love', 'self hatred']","['Shahid Kapoor', 'Kiara Advani', 'Adil Hussain']",Sandeep Reddy Vanga,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/q2jY2IKv1hpnkgbAvILVupZMFyq.jpg
583,Article 15,2019.0,tt10324144,"A young IPS officer’s new posting in rural India has him confronting caste disparities and uncomfortable truths in the face of a gruesome crime. When three girls go missing in the fictional village of Lalgaon, two of them are found dead and there is no trace of the third one. Where is she and who is responsible for this heinous act?",597089.0,7.5,9.229,,,"['Crime', 'Drama', 'Thriller']","['social injustice', 'police investigation', 'caste system', 'social issues', 'dalit']","['Nassar', 'Manoj Pahwa', 'Sayani Gupta']",Anubhav Sinha,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/7pCaexxVAq37Q9Rzo3saBP8DOHn.jpg
584,Malaal,2019.0,tt10305616,"When a rowdy Shiva’s world collides with that of a demure Aastha’s, whose family has just moved into the chawl he resides in, sparks fly between them. But given their completely different backgrounds, is there any scope for their romance to bloom and survive?",611537.0,5.0,6.11,,,"['Romance', 'Drama']",[],"['Sameer Dharmadhikari', 'Sharmin Segal', 'Meezaan Jafri']",Sanjay Leela Bhansali,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/AsnZdUdmfxEenKH3GNMtqIFAzDh.jpg
585,One Day: Justice Delivered,2019.0,tt8130558,A Crime Branch Special Officer Investigates serial disappearances of high profile individuals in a state capital.,613225.0,3.9,4.498,,,"['Crime', 'Thriller', 'Drama']",[],"['Anupam Kher', 'Murali Sharma', 'Zarina Wahab']",Ashok Nanda,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/uwIQWPYjk6d742sF4a2T3nkLRQP.jpg
586,Hume Tumse Pyaar Kitna,2019.0,tt6862542,A bookstore owner falls in love with a talented author who doesn't feel the same way about him. His desire to get what he wants turns into a strange and dangerous obsession which complicates their lives together.,607308.0,4.0,4.079,,,"['Drama', 'Thriller']",[],"['Juhi Chawla Mehta', 'Priya Banerjee', 'Scarlett Mellish Wilson']",Lalit Mohan,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/lo5gTbKM6z0f7YaWlXWHaWbAObG.jpg
587,Marudhar Express,2019.0,tt7871054,"The marriage of timid Marudhar is arranged with an outspoken woman on the condition that they produce a child within a year of wedlock. With no experience in dealing with women, let alone a wife, Marudhar embarks on an emotional journey as he tries to adjust to love, family, and complicated married life.",592583.0,0.0,3.131,,,"['Drama', 'Romance']",[],"['Tara Alisha Berry', 'Kunaal Roy Kapur', 'Rajesh Sharma']",Vishal Mishra,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/s5fBsRYtJ14cFElCUWKB568mY5u.jpg
588,Super 30,2019.0,tt7485048,Based on life of Patna-based mathematician Anand Kumar who runs the famed Super 30 program for financially weak IIT aspirants in Patna.,534075.0,7.3,13.035,,,['Drama'],"['mathematician', 'biography', 'patna', 'bihar']","['Hrithik Roshan', 'Mrunal Thakur', 'Krithi Shetty']",Anurag Kashyap,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/36amdc9k4M2nfY5orvMvwlHb4o8.jpg
589,Family of Thakurganj,2019.0,tt8897986,"Set in the small town of Thakurganj, this drama revolves around the story of two brothers Nunnu and Munnu. With different ideologies in life will they part ways or be together to fight against the injustice they suffer?",616686.0,5.0,3.033,,,"['Drama', 'Action']",[],"['Mukesh Tiwari', 'Manoj Pahwa', 'Jimmy Shergill']",Gurdip Singh,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/b9HdwvaEVjF6kQqDSbgkDeoFv1Z.jpg
590,Jhootha Kahin Ka,2019.0,tt8206760,"Two boys go to Mauritius to study and love it so much there, that they are reluctant to return home. Rishi plays Omkar's dad who turns up from the village to surprise him and is in turn surprised by his son's lifestyle.",616172.0,6.5,1.939,,,"['Comedy', 'Drama']",[],"['Sunny Leone', 'Lillete Dubey', 'Ashok Pathak']",Smeep Kang,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/16wSDN9rSPKiQxiQivjLcQ3cfxG.jpg
591,Judgementall Hai Kya,2019.0,tt8108196,"When Bobby meets her new tenants, a young married couple, their perfectly normal life leaves her really curious. But then a murder takes place and Bobby suspects Keshav has a role to play in the crime.",551688.0,5.7,6.625,,,"['Comedy', 'Drama', 'Thriller']",['murder'],"['Jimmy Shergill', 'Rajkummar Rao', 'Satish Kaushik']",Suvigya Dubey,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/eXyTnYhWLjXEggUTOoFqZRCteml.jpg
592,Arjun Patiala,2019.0,tt7881524,"This spoof comedy narrates the story of a cop Arjun Patiala and his sidekick Onidda Singh. Together, will they be able to accomplish their mission of a crime-free town with their goofy style of policing?",531601.0,4.1,5.855,,,"['Comedy', 'Romance']",['romantic comedy'],"['Sunny Leone', 'Kriti Sanon', 'Abhishek Banerjee']",Rohit Jugraj,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/nuPerJWV04xQMQUu9J6K6H4iFCB.jpg
593,Khandaani Shafakhana,2019.0,tt10519182,"When Baby Bedi is entrusted with a job of running controversial sex clinic ‘Khandaani Shafakhana’, in a small town of Punjab, she faces severe backlash from all quarters. Can she find a cure for the widespread social stigma against important issues like sex education and sexual health?",618473.0,5.9,3.685,,,"['Comedy', 'Drama']",[],"['Raveena Tandon', 'Sonakshi Sinha', 'Kulbhushan Kharbanda']",Shilpi Dasgupta,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/nlejxxxLsVZxbZd61zT7JH2z1wA.jpg
594,Barot House,2019.0,tt10671436,"A series of inexplicable and gruesome killings tear the Barot family apart and destroy the close relationship between father and son. Who could be behind this mindless slaughter? When the truth is discovered, it throws the family into further turmoil. But is the truth really the truth or games of a troubled mind?",621385.0,6.1,4.768,,,['Thriller'],[],"['Amit Sadh', 'Manjari Fadnnis', 'Aseem Hattangadi']",,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/abzKYvfeFYCLJvwc4ZUpdU3YQ7Q.jpg
595,Jabariya Jodi,2019.0,tt8785426,"Abhay Singh runs a syndicate of kidnapping greedy grooms, who demand dowry in Bihar’s Madhopur. He then, forcefully marries them off to the girl, calling it a ‘surprise party’. But when his childhood sweetheart Babli re-enters his life, he must choose between love and his long-term ambitions.",543693.0,4.5,4.049,,,"['Drama', 'Romance']",[],"['Sanjay Mishra', 'Elli Avram', 'Sheeba Chaddha']",,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/ulbgjGb5vONd6jbiOlgJOT9Wc3T.jpg
596,Chicken Curry Law,2019.0,tt7189494,"When a foreign national is raped by an influential minister’s sons, she attempts to seek justice, but it only leads to an agonising and infuriating series of events.",621692.0,0.0,2.27,,,"['Crime', 'Thriller', 'Drama']",['rape victim'],"['Ashutosh Rana', 'Makrand Deshpande', 'Natalia Janoszek']",Akshat Ajay Sharma,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/oisyFeOWYp87cx1tHqepwBAs4Xo.jpg
597,Pranaam,2019.0,tt7228072,A peon's son who is an aspiring IAS officer is compelled to change his path leading him to turn into a gangster.,620814.0,6.0,4.358,,,"['Action', 'Crime', 'Drama']",[],"['Vikram Gokhale', 'Rajeev Khandelwal', 'Abhimanyu Singh']",Abhishek Vaidya,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/115f1t03C35rSQmfOupJ9DdkcjG.jpg
598,Batla House,2019.0,tt8869978,"Following a gunfight with suspects believed to be innocent by the media and public, an honest cop struggles to justify police actions before beginning the hunt for fugitives.",550485.0,6.79,5.656,,,"['Action', 'Drama', 'Thriller']","['fight', 'based on true story', 'shootout', 'terrorism', 'explosion', 'foot chase', 'police officer']","['Mrunal Thakur', 'John Abraham', 'Nora Fatehi']",Nikkhil Advani,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/lHATvvxVvcHRy9G8ZJGXA7J6JEg.jpg
599,Mission Mangal,2019.0,tt9248972,A team of Indian scientists at ISRO (Indian Space Research Organisation) take on the extraordinary task of successfully sending a satellite into the orbit of planet Mars in a country's maiden attempt.,611594.0,6.698,6.428,,,"['Drama', 'History']","['satellite', 'space research']","['Akshay Kumar', 'Sonakshi Sinha', 'Taapsee Pannu']",Jagan Shakti,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/nQZJK8ApcqjkHs7IE3ybQudBz8J.jpg
600,Posham Pa,2019.0,tt3061202,"Kasi and Suni are close friends who studied together in an engineering college. Assi, who comes to Kerala to study engineering under the North East quota falls in love with Kasi. Certain incidents that follow set Kasi and Suni on a road trip to Nagaland on two motorcycles. The incidents that happen during this road adventure forms the film.",209419.0,7.0,12.84,,,"['Romance', 'Thriller']","['strike', 'himalaya mountain range', 'marriage', 'college', 'biker', 'road trip', 'romance', 'bike', 'finding love']","['Dulquer Salmaan', 'Anikha Surendran', 'Sunny Wayne']",Sameer Thahir,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/yKvrZ53FBY9EzH2kLy4KdeyPpub.jpg
601,Saaho,2019.0,tt6836936,"A battle for power ensues as warring gangters thrive to gain possession of a ""black box"" that can make them richer than they already are, and an undercover cop intervenes with the help of his sharp intellect and an instinct to kill.",454292.0,5.82,21.149,55000000.0,51000000.0,"['Action', 'Adventure', 'Thriller']","['truck', 'gunfight', 'motorcycle chase', 'action hero']","['Jackie Shroff', 'Prabhas', 'Tinnu Anand']",Sujeeth,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/rWXIpR2uPkwb1Hrhjj2FA62FGdu.jpg
602,Chhichhore,2019.0,tt9052870,Following a group of friends from university as they progress into middle-age life and go their own separate ways.,596650.0,7.656,15.878,29353057.0,6825000.0,"['Romance', 'Comedy', 'Drama']","['friendship', 'college', 'hostel life']","['Ranjan Raj', 'Shraddha Kapoor', 'Tahir Raj Bhasin']",Nitesh Tiwari,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/cGDPQtQ5igtPMt3oJ6BCAor6dFp.jpg
603,Dream Girl,2019.0,tt9248940,"Desperate to find employment, Karam picks up a job as ‘Pooja’ at a call center for sex chats, keeping most people in his life in the dark about the nature of his work. How long can he keep it up before everyone including his girlfriend and father find out?",579224.0,6.484,9.579,,,"['Romance', 'Comedy']",[],"['Vijay Raaz', 'Ritesh Deshmukh', 'Abhishek Banerjee']",Neena Malviya,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/sdvwxrNtUOsdKgPkLCMLbKTSpAv.jpg
604,Section 375,2019.0,tt8144834,A filmmaker stands trial when a costume assistant on his movie accuses him of rape,507941.0,7.424,12.31,,,"['Drama', 'Crime', 'Thriller']","['rape', 'revenge', 'courtroom']","['Richa Chadha', 'Akshaye Khanna', 'Kishore Kadam']",Ajay Bahl,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/x7rVZ0KiPWxBMJBI8roIwlMvs2c.jpg
605,Main Zaroor Aaunga,2019.0,tt8512694,"A successful businessman, Yash Malhotra falls in love and marries a beautiful model named Lisa. Their marital bliss is disrupted by the entry of a fashion photographer named Peter who connects with Lisa and this betrayal leads to a series of dangerous consequences.",706915.0,3.5,5.075,,,"['Drama', 'Horror', 'Thriller']",[],"['Arbaaz Khan', 'Govind Namdeo', 'Hemant Pandey']",Chandrakant Singh,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/tq9mZ3aUQmHcMNi4xxvNTRMRLjm.jpg
606,The Zoya Factor,2019.0,tt8304386,An advertising agency executive Zoya Singh Solanki meets the Indian cricket team and ends up becoming their lucky charm at the 2011 Cricket World Cup.,604195.0,5.5,5.136,,,['Romance'],"['superstition', 'lucky charm']","['Shah Rukh Khan', 'Anil Kapoor', 'Dulquer Salmaan']",Abhishek Sharma,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/ytLpoqycSAhMo5W7eHJyCXn8E2n.jpg
607,Pal Pal Dil Ke Paas,2019.0,tt6978954,Pal Pal Dil Ke Paas a love story set in snowy hilly regions of Himachal Pradesh with all of the complexities of love. It is a 2019 Indian Hindi-language romantic drama film directed by Sunny Deol and produced by Sunny Sounds Pvt Ltd and Zee Studios.,582108.0,4.875,4.128,,,['Romance'],[],"['Simone Singh', 'Sachin Khedekar', 'Nupur Nagpal']",,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/5vTaUnfrEt6nNmB72MfNHG1p7x.jpg
608,Prassthanam,2019.0,tt8706884,A rural politician marries a widow with kids and gains a respectable position and trusts his stepson more than his own in political matters; thus upsetting his son beyond limits.,621005.0,6.5,4.785,,,"['Action', 'Drama']",[],"['Jackie Shroff', 'Sanjay Dutt', 'Manisha Koirala']",Deva Katta,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/irGjVUIJdJneVjrs2jxtMC7gwnM.jpg
609,War,2019.0,tt17279496,"In the near future, a group of war journalists attempt to survive while reporting the truth as the United States stands on the brink of civil war.",929590.0,6.99,713.519,121695834.0,50000000.0,"['War', 'Action', 'Drama']","['sniper', 'new york city', 'race against time', 'washington dc, usa', 'the white house', 'civil war', 'post-traumatic stress disorder (ptsd)', 'photographer', 'dystopia', 'war photographer', 'road trip', 'president', 'female protagonist', 'soldier', 'fictional war', 'photojournalism', 'xenophobia', 'assassination of president', 'suicide bombing', 'usa politics', 'war trauma', 'mass grave', 'war journalism', 'charlottesville', 'near future', 'violence', 'audacious', 'awestruck', 'defiant', 'euphoric']","['Wagner Moura', 'Jefferson White', 'Kirsten Dunst']",Lee Alan McConnell,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/sh7Rg8Er3tFcN9BpKIPOMvALgZd.jpg
610,The Sky Is Pink,2019.0,tt8902990,The 25-year-old love story of a couple is told through the lens of their teenage daughter after she is diagnosed with pulmonary fibrosis.,613446.0,7.8,6.434,,,"['Romance', 'Drama', 'Comedy']","['biography', 'based on true story', 'family relationships', 'love story', 'pulmonary fibrosis']","['Priyanka Chopra Jonas', 'Farhan Akhtar', 'Rohit Saraf']",Nilesh Maniyar,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/jXseh5pR0NuuNhHhyhM5DasqL8v.jpg
611,Chappad Phaad Ke,2019.0,tt11134856,"Meet the Gupchups, a typical Indian middle-class family, financially weak but morally rich. Their ordinary life takes an extraordinary twist when they find a bag containing ₹ 5 crores. Will they give up ethics for money?",640746.0,8.2,1.017,,,"['Drama', 'Comedy']",[],"['Vinay Pathak', 'Ayesha Raza Mishra', 'Sheetal Thakur']",Sameer Joshi,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/6iuQY6fskvN6nOcctzG5IJXocxn.jpg
612,Ghost,2019.0,tt0099653,"Even though Sam Wheat, the successful investment counsellor, still finds it difficult to express his deeper feelings for her after all these years, his young potter girlfriend, Molly Jensen, is the love of his life. However, a curious case of a systematic discrepancy will prepare the ground for a hideous urban homicide in one of Manhattan's dark alleys, trapping, seemingly forever, the unfortunate deceased's immortal soul in the realm of the mortals. With the condemned spirit unable to interact with the physical world--and as Molly's life, too, is in grave danger--Sam will have to turn to the spiritual medium, Oda Mae Brown, to warn and protect her. Can Oda and the ghost settle the unfinished business in time?",251.0,7.214,83.309,505000000.0,22000000.0,"['Fantasy', 'Drama', 'Thriller', 'Mystery', 'Romance']","['fortune teller', 'corruption', 'afterlife', 'money transfer', 'money laundering', 'pottery', 'hell', 'heaven', 'murder', 'death', 'ghost', 'spiritism', 'oscar-nominated', ""oscar's best picture nominee""]","['Whoopi Goldberg', 'Stephen Root', 'Patrick Swayze']",Anthony Stacchi,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/w9RaPHov8oM5cnzeE27isnFMsvS.jpg
613,Laal Kaptaan,2019.0,tt9052960,"In an 18th century setting, a Naga sadhu in India sets out on a journey across Bundelkhand to seek revenge for an injustice committed in the past.",621003.0,7.0,6.856,,,"['Drama', 'Action']","['bounty hunter', 'sadhu']","['Simone Singh', 'Sonakshi Sinha', 'Manav Vij']",Navdeep Singh,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/53LLJ5TArKcwjtOCoBoTPPWPgEY.jpg
614,P Se Pyaar F Se Faraar,2019.0,tt10816510,"High-school sweethearts Suraj Maali and Janvi Singh are well aware of their diverse socio-economic backgrounds and so, the young lovers opt for marriage by elopement. This, in turn, conjures up a storm the couple isn't prepared for.",641286.0,10.0,2.776,,,"['Crime', 'Drama', 'Romance']",[],"['Sanjay Mishra', 'Jimmy Shergill', 'Kumud Mishra']",,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/22yrFf9xiZ3ytuwzAzcjAdUbEuL.jpg
615,Upstarts,2019.0,tt11066130,"Hoping to do good while making millions, three college graduates create a startup. But as business begins to flourish, their own bond starts to fray.",639411.0,7.1,2.642,,,"['Comedy', 'Drama']",['startup'],"['Priyanshu Painyuli', 'Chandrachoor Rai', 'Shadab Kamal']",Udai Singh Pawar,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/pBt3CbqUra6Z6wBUBhAF908FSMu.jpg
616,Yaaram,2019.0,tt11007050,"All set for an arranged marriage, Rohit Bajaj is faced with a rather strange request from his Muslim friend Sahil. As per halala, he convinces Rohit to get hitched to his ex-wife, just for him to remarry her. This twisted tale of love turns into a sour dose of betrayal - all this and more, in the name of friendship.",719595.0,5.0,1.379,,,,[],"['Dalip Tahil', 'Prateik Babbar', 'Ishita Raj Sharma']",Ovais Khan,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/wPD6xMUWs9NpAHo00nzNFtO6jFl.jpg
617,Officer Arjun Singh IPS Batch 2000,2019.0,tt10815982,,671816.0,0.0,2.155,,,"['Action', 'Drama']",[],"['Vijay Raaz', 'Priyanshu Chatterjee', 'Raai Laxmi']",,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/dDFV8LkKutBXtjvSzNXkcfUB7J5.jpg
618,Jacqueline I Am Coming,2019.0,tt6597160,"When a 40-year-old government employee Kashi Tewary stumbles upon local beauty Jacqueline at a church, he is instantaneously drawn towards her. But, like most love-at-first-sight stories, this one, too, has its fair share of obstacles to overcome.",994391.0,10.0,2.237,,,,[],"['Raghubir Yadav', 'Shakti Kumar', 'Kiran D Patil']",Banty Dubey,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/crUMNroTCHUTiAkHuky3Aszlu0q.jpg
619,Housefull 4,2019.0,tt7721946,"Three couples who get separated from each other due to an evil ploy, reincarnate after 600 years and meet each other as history repeats itself again and their respective partners get mixed up this time.",611748.0,5.715,37.716,,,"['Comedy', 'Drama', 'Romance']",[],"['Akshay Kumar', 'Kriti Sanon', 'Johny Lever']",Harsh Raseen,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/aCJOZzWV6cpZ9p9tmfEzXq4EqN8.jpg
620,Kanpuriye,2019.0,tt9766310,"The story revolves around the story of three boys from the small town of Kanpur, who have big dreams, and even bigger challenges",642568.0,0.0,1.06,,,['Drama'],[],"['Vijay Raaz', 'Divyendu Sharma', 'Harshita Gaur']",Ashish Aryan,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/lKB1sOmU8iEqFw57wbYjMCMhn6s.jpg
621,Made in China,2019.0,tt8983180,A struggling Gujarati businessman ventures into the world of China where he gets a brilliant business idea that could change his life forever.,640076.0,5.6,8.899,,,"['Comedy', 'Drama']",[],"['Abhishek Banerjee', 'Paresh Rawal', 'Rajkummar Rao']",Keyu Shah,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/1WABVCwp81KWdCeRDvFOxuN1Is9.jpg
622,Saand Ki Aankh,2019.0,tt8108206,"Following the exciting story of the world's oldest sharpshooters Chandro and Prakashi Tomar, the drama marks the directorial debut of acclaimed scriptwriter Tushar Hiranandani. The film stars Bhumi Pednekar and Taapsee Pannu.",523278.0,7.0,3.494,,,['Drama'],[],"['Taapsee Pannu', 'Shaad Randhawa', 'Vineet Kumar Singh']",Anurag Kashyap,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/1HKZqw6HNo66eGVuahRY4IEEySq.jpg
623,Drive,2019.0,tt0780504,"Driver is a skilled Hollywood stuntman who moonlights as a getaway driver for criminals. Though he projects an icy exterior, lately he's been warming up to a pretty neighbor named Irene and her young son, Benicio. When Irene's husband gets out of jail, he enlists Driver's help in a million-dollar heist. The job goes horribly wrong, and Driver must risk his life to protect Irene and Benicio from the vengeful masterminds behind the robbery.",64690.0,7.581,46.269,78100000.0,15000000.0,"['Drama', 'Thriller', 'Crime']","['robbery', 'car mechanic', 'stuntman', 'beaten to death', 'revenge', 'organized crime', 'neighbor', 'police chase', 'los angeles, california', 'brutality', 'jacket', 'scorpion', 'toothpick', 'getaway driver', 'crime lord', 'stunt driver', 'existentialism', 'neo-noir', 'hammer']","['Bryan Cranston', 'Carey Mulligan', 'Ryan Gosling']",Nicolas Winding Refn,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/602vevIURmpDfzbnv5Ubi6wIkQm.jpg
624,Ujda Chaman,2019.0,tt11046300,A balding 30-year-old bachelor in search of a beautiful wife is given a deadline to find one or remain celibate forever.,636449.0,6.389,4.005,,,"['Comedy', 'Drama']",[],"['Saurabh Shukla', 'Sunny Singh', 'Gagan Arora']",Navinder Pal Singh,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/zY2fMkk4VB2bYwAYnHQV5jVUWFo.jpg
625,Bala,2019.0,tt9420648,A man suffering from alopecia copes with his lack of self-confidence and the societal pressure that comes with being bald.,579230.0,6.621,10.759,,25000.0,"['Comedy', 'Romance']","['balding man', 'alopecia', 'lack of confidence', 'bala']","['Ranjan Raj', 'Sonam Bajwa', 'Abhishek Banerjee']",Amar Kaushik,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/yIDQRD4rPofIodn0b1Md2WyXzSD.jpg
626,Bypass Road,2019.0,tt9176260,"The story revolves around a young man, Vikram, who is a fashion prodigy. The story is layered with a murder in town.",645370.0,5.3,3.244,,,"['Drama', 'Thriller']",[],"['Neil Nitin Mukesh', 'Adah Sharma', 'Gul Panag']",Naman Nitin Mukesh,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/rpcgHflODKQu4s5mtWim4sAi95B.jpg
627,Moothon,2019.0,tt6409416,"A child from Lakshadweep sets off to Mumbai in pursuit of Akbar, an elder brother who left the island due to his sexual orientation.",458012.0,6.4,10.516,,,"['Crime', 'Drama']","['long lost relative', 'lgbt', 'woman director']","['Sobhita Dhulipala', 'Vipin Sharma', 'Nivin Pauly']",Anurag Kashyap,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/5VNUwsoSTvQqARVRLLkPbnwxEAW.jpg
628,Satellite Shankar,2019.0,tt9179426,"Indian Army soldier Shankar gets injured in cross-firing at the border. Senior Officer suggests he take 8 days to rest after consultation with doctors. Shankar requests for leave instead of rest, officers agree and tell him to report to duty on the morning of the 8th day. While traveling, he helps citizens and ends up missing his train. Online news reporter covers his story without acknowledging him. The story later revolves around how he reaches his home and then back to duty in a short span of time.",628566.0,7.571,4.221,,,"['Action', 'Drama']",[],"['Megha Akash', 'Palomi Ghosh', 'Asif Basra']",,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/tGyHwFAgCGNTqz2VpSlcx6Uyf82.jpg
629,Jhalki,2019.0,tt7743400,"A lyrical story of lost childhood, against the powerful backdrop of child slavery and human trafficking. It is a heart-rending but inspiring story of a nine-year old street-smart girl, Jhalki, in search of her seven-year old brother, Babu, who is suddenly thrown into an inhuman world of child labor with no respite from a terminally gloomy, dark and depressing workplace. Armed with an intimate folk tale of a tireless sparrow, her own ingenious efforts and her charming presence of mind, Jhalki manages her search and eventually free her brother, along with thousands of other enslaved children caught in this insidious practice, affecting over 200 million children worldwide.",619061.0,7.2,2.638,,,['Drama'],[],"['Boman Irani', 'Divya Dutta', 'Yatin Karyekar']",Brahmanand S. Singh,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/nxtRjtJXarnmzKckmp92k3ydRxb.jpg
630,House Arrest,2019.0,tt0116571,"High-schooler Grover Beindorf and his younger sister Stacy decide that their parents, Janet and Ned, are acting childishly when they decide to divorce after 18 years of marriage, so they lock them up in the basement until they'll sort out their problems.",18862.0,5.244,14.015,,,"['Comedy', 'Family']","['basement', 'divorce']","['Jennifer Love Hewitt', 'Colleen Camp', 'Christopher McDonald']",Harry Winer,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/mpQg8IgbmrMY0skgpTXBA9EhiWy.jpg
631,Keep Safe Distance,2019.0,tt8876008,,654187.0,0.0,1.241,3000000.0,350000.0,"['Action', 'Drama']",[],"['Kiran Kumar', 'Laxman Singh Rajput', 'Pradeep Kabra']",Raama Mehra,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/gG58NixB5sftaAj6eIy7uQOkC1o.jpg
632,Marjaavaan,2019.0,tt9248934,Raghu and Zoya are enjoying their lives together until a gang leader with harmful intentions turns their world upside down.,627715.0,7.4,16.647,,,"['Romance', 'Action']",[],"['Rakul Preet Singh', 'Nora Fatehi', 'Ritesh Deshmukh']",Shagun Goel,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/xILMQFZMQdJq3D7J6TuLrW6A3W5.jpg
633,Motichoor Chaknachoor,2019.0,tt9172840,A woman whose single purpose in life is to marry a foreign-settled groom decides to marry a 36-year-old Dubai-returned professional who is desperate for a bride.,643438.0,6.1,3.133,,,"['Romance', 'Drama']",[],"['Sunny Leone', 'Nawazuddin Siddiqui', 'Athiya Shetty']",Debamitra Biswal,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/9viHDkVC1Xl08jmau6ikudz7eH8.jpg
634,Marne Bhi Do Yaaron,2019.0,tt11007068,,644835.0,0.0,3.94,,,['Comedy'],[],"['Kashmera Shah', 'Krishna Abhishek', 'Rajesh Puri']",,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/ycxH70pVdZDuGtRsph51gOVzC51.jpg
635,Pagalpanti,2019.0,tt9495690,"3 men, considered as losers in their lives by the people, plan to get rich along with their girlfriends by fooling 2 gangsters and robbing their money.",649487.0,4.412,10.455,,,"['Comedy', 'Action']",[],"['Anil Kapoor', 'Kriti Kharbanda', 'John Abraham']",,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/ogGZHdBSc0KrzRin6viVXh7kira.jpg
636,Commando 3,2019.0,tt8983168,A mysterious man is on an impending mission to attack the country from his base in London. Karan Singh Dogra sets out to hunt down the antagonist aided by the British Intelligence.,606599.0,6.942,9.107,,,"['Action', 'Thriller']",['secret intelligence service'],"['Vidyut Jammwal', 'Mark Bennington', 'Angira Dhar']",Aditya Datt,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/dfEmJO4fdsRe2aJ9cZeM6jPI5Fi.jpg
